client_id,product_category,sfisf
c00818935,Men Ready-to-Wear,0.01328239361052604
c00818935,Woman Shoes,0.009464648750239599
c00818935,Women Accessory,0.0528134398078341
c00818935,Women Bags,0.03998814206609722
c00818935,Women Ready-to-Wear,0.05706543412619609
c00818935,Women Small Leather Goods,0.016785250787855453
c00822467,Men Accessory,0.6694991452983863
c00826618,Women Accessory,0.2690045601249503
c00827581,Women Accessory,0.2690045601249503
c00829903,Women Small Leather Goods,0.37117862919772066
c00832225,Women Small Leather Goods,0.37117862919772066
c00833036,Men Shoes,0.4593235589900283
c00835719,Women Accessory,0.2690045601249503
c00835791,Women Accessory,0.2690045601249503
c00841936,Woman Shoes,0.3059985258582579
c00844049,Women Small Leather Goods,0.37117862919772066
c00853374,Women Small Leather Goods,0.37117862919772066
c00854996,Woman Shoes,0.3059985258582579
c00858787,Women Bags,0.1468742060181445
c00858790,Men Ready-to-Wear,0.3361453661856409
c00859350,Child,0.5446855476316248
c00863537,House,0.5883805765012687
c00867778,Women Accessory,0.2690045601249503
c00869529,Women Accessory,0.2690045601249503
c00874691,Woman Shoes,0.3059985258582579
c00877092,Men Ready-to-Wear,0.3361453661856409
c00877979,Women Ready-to-Wear,0.14440278887698624
c00890618,Women Bags,0.1468742060181445
c00893802,Men Ready-to-Wear,0.3361453661856409
c00923395,Women Accessory,0.2690045601249503
c00941015,Women Accessory,0.2690045601249503
c00949218,Woman Shoes,0.3059985258582579
c00954554,Women Bags,0.1468742060181445
c00955048,House,0.5883805765012687
c00963553,Woman Shoes,0.07629404869861012
c00963553,Women Bags,0.11025433082401172
c00969915,Women Accessory,0.2690045601249503
c00973177,Women Bags,0.1468742060181445
c00977627,Women Accessory,0.2690045601249503
c00978232,Women Accessory,0.0538523469313237
c00978232,Women Bags,0.1174712817923324
c00992667,Women Accessory,0.2690045601249503
c01005824,Women Accessory,0.2690045601249503
c01007264,Women Accessory,0.2690045601249503
c01011825,Men Accessory,0.6694991452983863
c01014842,Women Bags,0.1468742060181445
c01015052,Jewelry,0.3396645191759364
c01018033,Woman Shoes,0.3059985258582579
c01025283,Women Ready-to-Wear,0.14440278887698624
c01027380,Women Bags,0.1468742060181445
c01029221,House,0.5883805765012687
c01045851,Women Accessory,0.2690045601249503
c01049380,Women Ready-to-Wear,0.14440278887698624
c01056340,Women Accessory,0.2690045601249503
c01084995,Woman Shoes,0.3059985258582579
c01101446,Women Accessory,0.2690045601249503
c01104249,Women Bags,0.1468742060181445
c01112366,Women Bags,0.1468742060181445
c01112983,Women Accessory,0.2690045601249503
c01126511,Women Accessory,0.022394494316237055
c01126511,Women Bags,0.13464700224751927
c01131603,Women Ready-to-Wear,0.13012574580596986
c01131603,Women Small Leather Goods,0.03669827513242186
c01151909,Women Accessory,0.2690045601249503
c01162122,Child,0.5446855476316248
c01164021,Women Accessory,0.2690045601249503
c01165820,Women Accessory,0.20197041309952213
c01165820,Women Small Leather Goods,0.09249524539948165
c01166714,Jewelry,0.049001589895123
c01166714,Women Accessory,0.06980736544561016
c01166714,Women Bags,0.07979656814769899
c01166714,Women Small Leather Goods,0.01964799698626912
c01175617,Women Bags,0.1468742060181445
c01176444,Women Accessory,0.06296014438929003
c01176444,Women Small Leather Goods,0.2843047855808975
c01177833,Jewelry,0.1780587054052364
c01177833,Woman Shoes,0.14558818478872115
c01178810,Women Bags,0.1468742060181445
c01198107,Women Accessory,0.1006610078870983
c01198107,Women Bags,0.09191415030928786
c01227485,Woman Shoes,0.1704464647938571
c01227485,Women Accessory,0.01822358303668133
c01227485,Women Bags,0.05511281450388847
c01228024,Men Ready-to-Wear,0.3361453661856409
c01233154,Women Bags,0.1468742060181445
c01243980,Men Bags,0.2370291996603284
c01243980,Men Ready-to-Wear,0.13493628907253563
c01243980,Men Shoes,0.07371765796780089
c01244640,Men Shoes,0.4593235589900283
c01252265,Men Ready-to-Wear,0.3361453661856409
c01253711,Women Accessory,0.2690045601249503
c01262844,Women Ready-to-Wear,0.14440278887698624
c01266614,Men Shoes,0.4593235589900283
c01276241,Women Accessory,0.06870066335020662
c01276241,Women Bags,0.10936422708769607
c01280142,Women Bags,0.1468742060181445
c01287929,Women Bags,0.1468742060181445
c01294772,Woman Shoes,0.3059985258582579
c01302376,Child,0.5446855476316248
c01309708,Woman Shoes,0.3059985258582579
c01320499,Men Accessory,0.6694991452983863
c01330605,Woman Shoes,0.3059985258582579
c01337228,House,0.07352265757347748
c01337228,Woman Shoes,0.0401674894207571
c01337228,Women Accessory,0.013133564440382281
c01337228,Women Bags,0.089918160171508
c01337228,Women Ready-to-Wear,0.011947961105421375
c01339073,Women Small Leather Goods,0.37117862919772066
c01387757,Women Accessory,0.07911502708820911
c01387757,Women Bags,0.04357956182571776
c01387757,Women Ready-to-Wear,0.05908724780354312
c01390273,Women Ready-to-Wear,0.14440278887698624
c01393127,Men Shoes,0.4593235589900283
c01419273,Woman Shoes,0.3059985258582579
c01429325,Women Small Leather Goods,0.37117862919772066
c01433560,Men Bags,0.09620518936865292
c01433560,Men Shoes,0.06919168991827693
c01433560,Woman Shoes,0.012258519162750885
c01433560,Women Accessory,0.02840046651098967
c01433560,Women Bags,0.07372033351907264
c01433560,Women Small Leather Goods,0.008903336697768107
c01436625,Child,0.5446855476316248
c01438080,House,0.011893401389331109
c01438080,Men Accessory,0.045042548505813726
c01438080,Men Ready-to-Wear,0.268572296981293
c01438080,Women Accessory,0.005928212353936542
c01438080,Women Small Leather Goods,0.03396061625873062
c01438514,Men Ready-to-Wear,0.3361453661856409
c01464307,Women Ready-to-Wear,0.14440278887698624
c01471470,Women Bags,0.1468742060181445
c01471702,Women Accessory,0.2690045601249503
c01475613,Women Accessory,0.2690045601249503
c01478695,Woman Shoes,0.3059985258582579
c01495048,Women Bags,0.1468742060181445
c01508709,Child,0.5446855476316248
c01525151,Women Ready-to-Wear,0.14440278887698624
c01529026,Men Ready-to-Wear,0.3361453661856409
c01542104,Women Bags,0.1468742060181445
c01549335,Women Accessory,0.2690045601249503
c01550895,Men Ready-to-Wear,0.19726330011325635
c01550895,Women Small Leather Goods,0.1533564347170734
c01552311,Women Accessory,0.2690045601249503
c01561419,Woman Shoes,0.3059985258582579
c01568574,Women Accessory,0.2690045601249503
c01581894,House,0.018057715902852264
c01581894,Women Ready-to-Wear,0.13997098972986646
c01608897,Women Accessory,0.2690045601249503
c01610277,Woman Shoes,0.3059985258582579
c01610798,Woman Shoes,0.20491322538267456
c01610798,Women Accessory,0.08886450257648808
c01618200,Women Accessory,0.015134113976760672
c01618200,Women Bags,0.04478724652203111
c01618200,Women Small Leather Goods,0.23711047252616574
c01629474,Women Accessory,0.2690045601249503
c01632083,Women Small Leather Goods,0.37117862919772066
c01642659,Woman Shoes,0.3059985258582579
c01644836,Women Small Leather Goods,0.37117862919772066
c01655775,Women Accessory,0.026718814945976343
c01655775,Women Bags,0.13228595989654268
c01657159,Men Ready-to-Wear,0.20809621696550765
c01657159,Men Shoes,0.17497189270476174
c01659500,Women Small Leather Goods,0.37117862919772066
c01667232,Women Ready-to-Wear,0.14440278887698624
c01690845,Women Accessory,0.2690045601249503
c01691551,Men Shoes,0.4593235589900283
c01696084,Women Bags,0.1468742060181445
c01697937,Women Accessory,0.2690045601249503
c01701977,Women Bags,0.1468742060181445
c01702350,Women Ready-to-Wear,0.14440278887698624
c01715484,Women Small Leather Goods,0.37117862919772066
c01717873,Women Accessory,0.2690045601249503
c01731371,Woman Shoes,0.3059985258582579
c01753796,Women Accessory,0.2690045601249503
c01757104,Men Small Leather Goods,0.6717035164273091
c01775568,House,0.013174084178994046
c01775568,Women Small Leather Goods,0.36286778634908046
c01778046,Women Accessory,0.2690045601249503
c01781741,Women Accessory,0.2690045601249503
c01789629,Men Ready-to-Wear,0.3361453661856409
c01813854,Women Small Leather Goods,0.37117862919772066
c01815393,Women Accessory,0.2690045601249503
c01823446,Women Accessory,0.2690045601249503
c01841929,Women Accessory,0.2690045601249503
c01863045,Men Ready-to-Wear,0.02591401982651452
c01863045,Men Shoes,0.3581280507434126
c01863045,Men Small Leather Goods,0.0962030611762898
c01867981,Woman Shoes,0.3059985258582579
c01870509,Women Bags,0.1468742060181445
c01871767,Women Accessory,0.10262900250515795
c01871767,Women Ready-to-Wear,0.08931110502402742
c01876879,Women Small Leather Goods,0.37117862919772066
c01901558,Men Bags,0.03707640399407656
c01901558,Men Ready-to-Wear,0.2355456150168241
c01901558,Men Shoes,0.05648018955557571
c01901558,Men Small Leather Goods,0.026318877134289813
c01901558,Woman Shoes,0.015193617825858423
c01901558,Women Accessory,0.005097611441220883
c01908983,Women Bags,0.1468742060181445
c01927248,Men Shoes,0.20879259006156387
c01927248,Women Accessory,0.026213422553006793
c01927248,Women Ready-to-Wear,0.06469080325991917
c01940115,Women Bags,0.1468742060181445
c01951437,Women Ready-to-Wear,0.14440278887698624
c01952774,Women Accessory,0.2690045601249503
c01954099,Men Accessory,0.04404411073600514
c01954099,Men Shoes,0.0739047181963977
c01954099,Woman Shoes,0.1384471389559196
c01954099,Women Bags,0.04712759931955732
c01971056,Women Small Leather Goods,0.37117862919772066
c01993336,House,0.5883805765012687
c02005208,Woman Shoes,0.046085334765422294
c02005208,Women Accessory,0.060236853540658664
c02005208,Women Ready-to-Wear,0.07565623514260623
c02005208,Women Small Leather Goods,0.037690795754255886
c02007116,Men Ready-to-Wear,0.3361453661856409
c02025544,Child,0.5446855476316248
c02029013,Women Small Leather Goods,0.37117862919772066
c02038559,Women Accessory,0.2690045601249503
c02039950,Men Ready-to-Wear,0.3361453661856409
c02044777,Women Ready-to-Wear,0.14440278887698624
c02048638,Women Accessory,0.2690045601249503
c02052581,Men Bags,0.5410565848778047
c02067682,Jewelry,0.3396645191759364
c02118818,Men Bags,0.5410565848778047
c02119821,Men Accessory,0.07791775396568977
c02119821,Men Ready-to-Wear,0.23834206007579445
c02119821,Women Ready-to-Wear,0.025208861851485572
c02143335,Women Small Leather Goods,0.37117862919772066
c02144467,Women Accessory,0.006355750098698413
c02144467,Women Bags,0.14340402042366063
c02149785,Women Accessory,0.2690045601249503
c02158500,Women Accessory,0.2690045601249503
c02174057,Woman Shoes,0.11226607460416298
c02174057,Women Accessory,0.0769396446458031
c02174057,Women Ready-to-Wear,0.05012213590102079
c02176740,Women Accessory,0.2690045601249503
c02183129,Women Accessory,0.2690045601249503
c02187955,Woman Shoes,0.03738381558289945
c02187955,Women Accessory,0.005343141737492263
c02187955,Women Bags,0.01662662707219834
c02187955,Women Ready-to-Wear,0.10754603569467898
c02194543,Women Bags,0.1468742060181445
c02197421,Men Accessory,0.6694991452983863
c02200509,Men Ready-to-Wear,0.21767819479020328
c02200509,Women Small Leather Goods,0.13081388799869859
c02206115,Men Shoes,0.4593235589900283
c02206242,Women Small Leather Goods,0.37117862919772066
c02208799,Women Accessory,0.2690045601249503
c02224594,Men Ready-to-Wear,0.3361453661856409
c02225174,Woman Shoes,0.3059985258582579
c02226005,Men Bags,0.5410565848778047
c02232051,Women Bags,0.1468742060181445
c02242552,Woman Shoes,0.04624074019360647
c02242552,Women Accessory,0.03885599146770171
c02242552,Women Bags,0.08299372385231889
c02242552,Women Small Leather Goods,0.051733177058935514
c02243264,Men Ready-to-Wear,0.3361453661856409
c02249466,Women Bags,0.1468742060181445
c02262781,Women Small Leather Goods,0.37117862919772066
c02264038,Women Bags,0.1468742060181445
c02273906,Women Bags,0.1468742060181445
c02287015,Woman Shoes,0.3059985258582579
c02290346,Woman Shoes,0.3059985258582579
c02295272,Woman Shoes,0.3059985258582579
c02300243,Woman Shoes,0.3059985258582579
c02308317,Women Accessory,0.2690045601249503
c02313124,Child,0.5446855476316248
c02328119,Jewelry,0.010755017693009843
c02328119,Men Accessory,0.013689424491087971
c02328119,Men Ready-to-Wear,0.08617911018274757
c02328119,Men Shoes,0.01766382921572353
c02328119,Woman Shoes,0.006359869040990679
c02328119,Women Accessory,0.08717566849063399
c02328119,Women Bags,0.02791537641436775
c02328119,Women Ready-to-Wear,0.010600000363200829
c02328119,Women Small Leather Goods,0.01660572265917536
c02340567,Woman Shoes,0.3059985258582579
c02341506,Woman Shoes,0.01976568772789052
c02341506,Women Accessory,0.0465357879140435
c02341506,Women Ready-to-Wear,0.11009461785318958
c02352273,Women Small Leather Goods,0.37117862919772066
c02357626,Men Accessory,0.6694991452983863
c02379755,Child,0.17089543990597159
c02379755,Men Ready-to-Wear,0.23067954195653906
c02389430,Women Bags,0.1468742060181445
c02395815,Men Accessory,0.6694991452983863
c02405918,Woman Shoes,0.029085916850694993
c02405918,Women Accessory,0.04293855897246833
c02405918,Women Bags,0.0896072117476016
c02405918,Women Small Leather Goods,0.05019537084502909
c02413073,Women Accessory,0.2690045601249503
c02413847,Women Accessory,0.2690045601249503
c02425944,Women Ready-to-Wear,0.14440278887698624
c02426307,Women Bags,0.1468742060181445
c02427173,Women Accessory,0.2690045601249503
c02428396,Men Accessory,0.11553028729336443
c02428396,Men Bags,0.44769063641936374
c02429523,Child,0.4005589309728394
c02429523,Men Ready-to-Wear,0.08894580468404557
c02440994,House,0.5883805765012687
c02443671,House,0.12188018704261676
c02443671,Men Ready-to-Wear,0.021660803767588815
c02443671,Men Shoes,0.017354670231259424
c02443671,Woman Shoes,0.02644053239642537
c02443671,Women Accessory,0.04174772906157544
c02443671,Women Ready-to-Wear,0.05384944245126442
c02443671,Women Small Leather Goods,0.02825441102072171
c02459722,Women Accessory,0.2690045601249503
c02460175,Women Accessory,0.2690045601249503
c02471389,Men Accessory,0.6694991452983863
c02475355,Women Small Leather Goods,0.37117862919772066
c02482667,Men Shoes,0.4593235589900283
c02487668,Men Shoes,0.4593235589900283
c02490100,Women Accessory,0.2690045601249503
c02501759,Women Bags,0.1468742060181445
c02504130,Women Accessory,0.016466435699231792
c02504130,Women Bags,0.13788367192403794
c02517306,Women Accessory,0.03355684930972302
c02517306,Women Ready-to-Wear,0.07240570588321768
c02517306,Women Small Leather Goods,0.13876163814371636
c02522989,Woman Shoes,0.3059985258582579
c02526560,Women Accessory,0.0702076193410383
c02526560,Women Small Leather Goods,0.2743045542967691
c02539138,Women Bags,0.1468742060181445
c02539197,Men Ready-to-Wear,0.3361453661856409
c02542344,Women Ready-to-Wear,0.14440278887698624
c02551979,Woman Shoes,0.05054467766081479
c02551979,Women Accessory,0.007913510671483312
c02551979,Women Bags,0.11829289126678329
c02565191,Woman Shoes,0.3059985258582579
c02578896,Men Bags,0.5410565848778047
c02579902,Women Ready-to-Wear,0.14440278887698624
c02580857,Women Accessory,0.05235136889552513
c02580857,Women Bags,0.11829080305679049
c02590597,Women Bags,0.1468742060181445
c02598843,Women Bags,0.1468742060181445
c02599005,Women Accessory,0.2690045601249503
c02612113,Women Accessory,0.04402767920681456
c02612113,Women Bags,0.12283546695989653
c02613211,Woman Shoes,0.10158753626338932
c02613211,Women Accessory,0.08158335020182919
c02613211,Women Bags,0.053570060649129995
c02633674,Woman Shoes,0.11426659384232794
c02633674,Women Ready-to-Wear,0.0904796048354095
c02635358,Women Bags,0.1468742060181445
c02636067,Men Ready-to-Wear,0.3361453661856409
c02636662,Women Accessory,0.2690045601249503
c02639194,Women Small Leather Goods,0.37117862919772066
c02642907,Men Bags,0.5410565848778047
c02650788,Men Accessory,0.0024121714301200193
c02650788,Woman Shoes,0.017280099379759495
c02650788,Women Accessory,0.00818013048244422
c02650788,Women Bags,0.06638799796895521
c02650788,Women Ready-to-Wear,0.06486966621596313
c02650788,Women Small Leather Goods,0.0030748069692978276
c02650993,Women Accessory,0.2690045601249503
c02653032,Woman Shoes,0.3059985258582579
c02654402,Men Shoes,0.05507437728611184
c02654402,Woman Shoes,0.08800594884245877
c02654402,Women Accessory,0.018270150982700052
c02654402,Women Bags,0.07704677473896882
c02667553,Woman Shoes,0.034785778830168014
c02667553,Women Bags,0.0749005316974007
c02667553,Women Small Leather Goods,0.13969553167058738
c02670940,Women Bags,0.1468742060181445
c02673313,Women Accessory,0.2690045601249503
c02681650,Women Small Leather Goods,0.37117862919772066
c02693700,Women Bags,0.1468742060181445
c02722668,Women Bags,0.08571733220895643
c02722668,Women Small Leather Goods,0.15455487523594236
c02727449,Women Accessory,0.2690045601249503
c02737333,Women Small Leather Goods,0.37117862919772066
c02759908,Women Accessory,0.2690045601249503
c02760229,Woman Shoes,0.1138132154531335
c02760229,Women Ready-to-Wear,0.09069355718577657
c02770094,Men Shoes,0.19592163837736146
c02770094,Women Accessory,0.012996366566803709
c02770094,Women Bags,0.07713001118745873
c02778799,Child,0.5446855476316248
c02789137,Woman Shoes,0.3059985258582579
c02790606,Women Accessory,0.2690045601249503
c02797008,Men Ready-to-Wear,0.15320577605287553
c02797008,Woman Shoes,0.16653284719333236
c02803752,Women Accessory,0.2690045601249503
c02805010,Women Accessory,0.2690045601249503
c02808431,Women Bags,0.1468742060181445
c02847396,Jewelry,0.3396645191759364
c02851486,Women Accessory,0.2690045601249503
c02853231,Women Accessory,0.2690045601249503
c02862602,Women Accessory,0.2690045601249503
c02864901,Woman Shoes,0.06508590224760054
c02864901,Women Bags,0.10219396549352311
c02864901,Women Small Leather Goods,0.03396562314160869
c02866010,Men Bags,0.02969491529726202
c02866010,Men Ready-to-Wear,0.05079940568107366
c02866010,Men Shoes,0.02496326445441742
c02866010,Woman Shoes,0.036209226069396014
c02866010,Women Accessory,0.01987809837625806
c02866010,Women Bags,0.0741759199093749
c02866010,Women Ready-to-Wear,0.00407779711529909
c02866010,Women Small Leather Goods,0.0052521316162699
c02874836,Woman Shoes,0.3059985258582579
c02875736,Men Accessory,0.6694991452983863
c02889952,Men Ready-to-Wear,0.3361453661856409
c02892165,Woman Shoes,0.024851620223641593
c02892165,Women Accessory,0.007889641974908686
c02892165,Women Bags,0.13063816386506558
c02897700,Woman Shoes,0.3059985258582579
c02903251,Woman Shoes,0.055461336802666926
c02903251,Women Accessory,0.11495049839148287
c02903251,Women Bags,0.057491690038321795
c02913998,Women Small Leather Goods,0.37117862919772066
c02925417,Woman Shoes,0.3059985258582579
c02928178,Women Accessory,0.0022787800575328806
c02928178,Women Bags,0.14563001145324694
c02929868,Woman Shoes,0.019577558943009735
c02929868,Women Accessory,0.043611720314645476
c02929868,Women Bags,0.10064512896292271
c02929868,Women Ready-to-Wear,0.012801451552195838
c02938903,Women Accessory,0.2690045601249503
c02948776,Men Ready-to-Wear,0.3361453661856409
c02950538,Woman Shoes,0.03860427314938111
c02950538,Women Bags,0.12834479659756015
c02970429,Men Ready-to-Wear,0.010639572988241352
c02970429,Woman Shoes,0.040922353080241156
c02970429,Women Accessory,0.03061727504296638
c02970429,Women Bags,0.07288841591426466
c02970429,Women Ready-to-Wear,0.032423234554383076
c02979306,Women Small Leather Goods,0.37117862919772066
c02989611,Women Ready-to-Wear,0.14440278887698624
c02995114,Women Small Leather Goods,0.37117862919772066
c02996461,Women Ready-to-Wear,0.14440278887698624
c02997214,Child,0.1351157947613333
c02997214,Women Ready-to-Wear,0.10858194202378034
c02998007,Women Accessory,0.2690045601249503
c03006804,Women Accessory,0.2690045601249503
c03008002,Women Accessory,0.2690045601249503
c03030694,Women Bags,0.1468742060181445
c03031803,Woman Shoes,0.13645668312997639
c03031803,Women Accessory,0.14904492986682166
c03032105,Jewelry,0.3220583635586464
c03032105,Woman Shoes,0.01586111401329869
c03037746,Women Accessory,0.2690045601249503
c03039399,Women Ready-to-Wear,0.14440278887698624
c03048239,Women Accessory,0.02096098246405659
c03048239,Women Ready-to-Wear,0.1331508445827875
c03071347,Women Bags,0.1468742060181445
c03084576,House,0.0545285437116273
c03084576,Men Accessory,0.6074528866907631
c03087096,Men Ready-to-Wear,0.3361453661856409
c03092101,Women Small Leather Goods,0.37117862919772066
c03099172,Men Shoes,0.4593235589900283
c03102838,Men Shoes,0.4593235589900283
c03122428,Men Ready-to-Wear,0.3361453661856409
c03126254,Women Small Leather Goods,0.37117862919772066
c03132954,Woman Shoes,0.052371689635267754
c03132954,Women Accessory,0.024767753124893904
c03132954,Women Ready-to-Wear,0.10639279683983008
