client_id,response_rate
c83581551,0.0
c53273190,0.0
c54439465,0.0
c02526560,0.0
c03092101,0.0
c34978962,0.0
c22842807,0.0
c95628521,0.0
c49487889,0.0
c16155691,0.0
c94151043,0.0
c69217425,0.0
c97323362,0.0
c45739925,0.0
c02874836,0.0
c36243937,0.0
c34494424,0.0
c60027058,0.0
c05741277,0.0
c70057377,0.0
c41374940,0.0
c86984273,0.0
c56216038,0.0
c10878088,0.0
c02864901,1.0
c46941133,0.0
c84206147,0.0
c43866920,0.0
c55855068,0.0
c61992739,0.0
c29818345,0.0
c89242870,0.0
c64591011,0.0
c24284903,0.0
c75550548,0.0
c48842140,0.0
c27559004,0.0
c45601665,0.0
c72338194,0.0
c22476355,0.0
c24922878,0.0
c21913722,0.0
c82660548,0.0
c88019221,0.0
c30682707,1.0
c48635175,0.0
c93408332,0.0
c37261814,0.0
c84388671,0.0
c18249632,0.0
c04328048,0.0
c57920335,0.0
c41330166,0.0
c57086582,0.0
c14502808,0.0
c09555092,0.0
c73656716,0.0
c44391843,0.0
c25704935,0.0
c36132191,0.0
c79708051,0.0
c32407643,0.0
c38181037,0.0
c31904764,0.0
c47461415,0.0
c97575111,0.0
c43769967,0.0
c54299627,0.0
c85095998,1.0
c72426578,0.0
c25658135,0.0
c03099172,0.0
c12357497,0.0
c67509464,0.0
c00553254,0.0
c12874741,0.0
c80346075,0.0
c25794168,0.0
c19755888,0.0
c18121768,0.0
c26457196,0.0
c60259279,0.0
c66896314,1.0
c72034692,0.0
c30350538,0.0
c49955783,0.0
c24585038,1.0
c28107316,0.0
c13705894,0.0
c57612400,0.0
c30184716,0.0
c41169447,0.0
c90209832,0.0
c77927718,0.0
c04843924,0.0
c53099116,0.0
c09252388,0.5
c08183162,0.0
c19613967,0.0
c73652462,0.0
c46510240,0.0
c10558182,0.0
c41269512,0.0
c92300595,0.0
c85523381,0.0
c16161281,0.0
c60416559,0.0
c58135176,0.0
c52259639,0.0
c69637623,0.0
c41050174,0.0
c48639441,0.0
c22628698,0.0
c25388680,0.0
c70495367,0.0
c57183489,0.0
c55013870,0.0
c45618938,0.0
c54023601,0.0
c35207939,0.0
c19405000,0.0
c53021486,0.0
c60202723,0.0
c45043149,0.0
c20630090,0.0
c61159859,0.0
c99863568,0.0
c92017444,0.0
c30567654,1.0
c78593940,0.0
c32037387,0.0
c79752200,0.0
c92225498,0.0
c23190063,0.0
c52559886,0.0
c37849597,0.0
c01908983,0.0
c61735606,0.0
c56468742,0.0
c29284049,0.5
c65182643,0.0
c82306931,0.0
c65345647,0.0
c66529175,0.0
c24034876,0.0
c84212066,0.0
c84935942,0.0
c07139121,0.0
c89014567,1.0
c80604084,1.0
c70673353,1.0
c10219552,1.0
c56783111,1.0
c11505030,0.0
c47025998,0.0
c49570295,0.0
c49666160,0.0
c80416252,0.0
c36779817,0.0
c38200014,0.0
c79905434,1.0
c97704796,1.0
c93453593,1.0
c30429932,0.3333333333333333
c87281464,0.5
c10569164,1.0
c04175246,0.0
c71731862,0.0
c55579054,0.0
c08045584,1.0
c19172213,1.0
c44323521,1.0
c36486082,1.0
c67667954,0.0
c67597057,1.0
c70846251,1.0
c64059736,0.0
c16796482,0.0
c40644371,1.0
c32052218,0.0
c35555216,1.0
c91020804,1.0
c25866872,1.0
c53042995,0.0
c39179649,0.0
c39739010,1.0
c79035870,1.0
c81014655,0.0
c60224704,1.0
c54049121,1.0
c11879567,0.0
c11686930,1.0
c43673859,1.0
c83224363,1.0
c57676560,1.0
c82717653,1.0
c64944718,0.0
c57918403,1.0
c66011583,0.0
c14284286,1.0
c01927248,1.0
c70655881,1.0
c08848640,1.0
c27781141,1.0
c26116458,1.0
c42723911,0.0
c53830940,1.0
c24488198,1.0
c26615171,1.0
c33119469,0.0
c61065507,0.0
c02208799,1.0
c27567520,0.0
c29718911,1.0
c63831962,1.0
c71659786,1.0
c28251184,1.0
c17970575,1.0
c42768220,1.0
c88314683,1.0
c45076923,1.0
c20180856,1.0
c05257426,1.0
c18287482,1.0
c11131701,1.0
c75757187,1.0
c34803284,1.0
c57977502,1.0
c25518736,1.0
c58651530,1.0
c93698539,1.0
c10750376,1.0
c53003201,1.0
c20490674,1.0
c24776826,1.0
c44329713,0.0
c21664429,0.0
c80866881,0.0
c42523051,1.0
c61029710,0.0
c52650788,1.0
c63037791,0.0
c03741950,0.0
c45216597,0.0
c96871799,0.0
c08656622,1.0
c88126065,0.0
c67650972,1.0
c00108395,1.0
c82750907,0.0
c84652598,0.0
c71206085,0.0
c25825416,0.0
c13141728,1.0
c01841929,0.0
c75503098,1.0
c82598296,1.0
c74304296,1.0
c84574773,1.0
c40850791,0.0
c69827827,1.0
c33278056,1.0
c12056743,1.0
c96778005,1.0
c38606386,1.0
c20977311,1.0
c50951206,1.0
c93439687,0.0
c16170326,1.0
c26862249,0.0
c85425409,1.0
c98046675,1.0
c12141557,0.0
c78180253,1.0
c31536924,1.0
c78743192,1.0
c59603837,1.0
c52680565,1.0
c69061219,1.0
c70402260,1.0
c49161669,1.0
c88408143,1.0
c96568571,1.0
c65401188,0.0
c56637093,1.0
c49394344,1.0
c78843623,1.0
c62609612,1.0
c33421439,0.0
c73048693,1.0
c95443606,1.0
c24959354,1.0
c01337228,1.0
c09663557,0.0
c14900851,1.0
c61611722,1.0
c46974626,1.0
c38127239,1.0
c33655460,1.0
c04161960,1.0
c53367381,1.0
c09945526,1.0
c43820247,1.0
c52702394,1.0
c76257272,1.0
c78720395,1.0
c94549372,1.0
c50900990,0.0
c24606059,0.0
c80139782,1.0
c77626056,1.0
c35784911,1.0
c23355606,0.0
c52463961,1.0
c66125547,1.0
c58568413,1.0
c89901059,0.0
c78347490,1.0
c18672371,1.0
c25244623,1.0
c52086760,0.0
c15792246,1.0
c04751026,1.0
c14536507,1.0
c93702982,1.0
c42621974,0.0
c93212715,1.0
c18155882,0.0
c11818843,1.0
c84065187,1.0
c55266190,1.0
c85332198,1.0
c47143243,1.0
c02970429,1.0
c84322639,0.0
c91231422,1.0
c54934148,0.0
c70142421,1.0
c61098862,1.0
c35489738,1.0
c56010384,0.0
c26629605,1.0
c30740929,1.0
c85610700,1.0
c47623242,1.0
c95178075,1.0
c17255887,1.0
c04355465,1.0
c03877908,1.0
c29137110,0.0
c09956124,1.0
c03417665,1.0
c11055215,1.0
c48909172,1.0
c46168365,1.0
c14848122,1.0
c74495292,1.0
c61415006,1.0
c71434449,1.0
c10993369,1.0
c72255697,0.0
c63646839,1.0
c55703657,1.0
c02460175,0.0
c15972285,0.0
c30859397,1.0
c66298239,1.0
c31543549,0.0
c50304475,1.0
c34634252,0.0
c62365430,1.0
c10371925,1.0
c58601014,1.0
c67944937,0.0
c74539853,1.0
c95427066,0.0
c30154651,1.0
c22226367,0.0
c50648889,1.0
c01126511,1.0
c07297494,1.0
c90939126,1.0
c45737033,0.0
c67017447,1.0
c29909835,1.0
c89173185,1.0
c49797294,1.0
c90355872,0.0
c50191660,1.0
c64981446,1.0
c72029080,1.0
c05648846,1.0
c57080697,1.0
c88309963,1.0
c44147165,1.0
c21402743,1.0
c75963793,1.0
c63224511,0.0
c72007953,1.0
c48338347,1.0
c87219247,1.0
c22988061,1.0
c35487033,1.0
c23854823,0.0
c66105661,1.0
c80844045,0.0
c43237050,1.0
c83154943,0.0
c17992429,1.0
c48130179,1.0
c57853633,0.0
c33208023,1.0
c31713903,1.0
c81162567,1.0
c24643917,0.0
c44008401,0.0
c49877799,1.0
c03401924,1.0
c32056854,1.0
c99709553,1.0
c13664849,1.0
c95662915,1.0
c38278766,0.0
c78472565,0.0
c85029253,1.0
c20489386,0.0
c54401509,1.0
c62206027,1.0
c72708971,0.0
c91248524,0.0
c29473344,1.0
c76498161,0.0
c40968111,1.0
c50352890,0.5
c62135659,1.0
c40268440,1.0
c51408667,1.0
c29201997,0.0
c22999061,0.5
c69608714,1.0
c77299647,0.0
c05452120,1.0
c51219983,0.0
c38894610,1.0
c79186991,1.0
c59029601,1.0
c70071865,1.0
c63773345,0.0
c15166949,1.0
c10774922,1.0
c10323942,1.0
c79124045,1.0
c97959834,0.0
c19667302,1.0
c75133157,1.0
c76531298,1.0
c16635480,1.0
c22920555,1.0
c21903389,1.0
c27881420,1.0
c00356265,1.0
c34359412,1.0
c28595592,1.0
c85695434,1.0
c09654258,1.0
c66005633,1.0
c70372732,1.0
c74727516,1.0
c65462846,1.0
c05812655,1.0
c85709286,1.0
c37994335,1.0
c70165324,1.0
c40128388,1.0
c16485348,1.0
c59811248,1.0
c35873593,1.0
c52169109,1.0
c47522165,1.0
c60142819,1.0
c09309545,1.0
c36626701,1.0
c52608548,1.0
c48209679,1.0
c99322287,1.0
c86534414,1.0
c03698749,1.0
c28630844,1.0
c75606211,1.0
c72310063,1.0
c29909229,1.0
c70074671,1.0
c90046838,1.0
c49658052,1.0
c23724318,1.0
c59712154,1.0
c66251889,1.0
c28795623,1.0
c47411410,1.0
c47367452,1.0
c74229375,1.0
c27492922,1.0
c69408654,1.0
c34457374,1.0
c56671121,1.0
c71645067,0.0
c92080962,1.0
c76020687,1.0
c16267408,1.0
c24399796,1.0
c58859911,1.0
c89593218,1.0
c67030816,1.0
c80926278,1.0
c43549787,1.0
c42586134,1.0
c31351608,1.0
c75173133,1.0
c20842546,1.0
c00560010,1.0
c25010377,1.0
c65796721,1.0
c44817972,1.0
c14073759,1.0
c30225611,1.0
c06363783,1.0
c84792661,1.0
c52140966,1.0
c08311157,1.0
c31999343,1.0
c09182563,1.0
c15474503,1.0
c28708354,0.0
c56742052,1.0
c63694719,1.0
c87968827,1.0
c90030291,1.0
c63586006,1.0
c69731635,1.0
c75451685,1.0
c85530372,1.0
c74181080,1.0
c78301909,1.0
c70788590,1.0
c90007085,1.0
c82648425,1.0
c86574952,1.0
c75442494,1.0
c42442828,1.0
c98033170,1.0
c83367117,1.0
c26068252,1.0
c12687848,1.0
c19382484,1.0
c69006577,1.0
c16901050,1.0
c79537525,1.0
c31490820,1.0
c49255601,0.16666666666666666
c39128692,1.0
c89060134,1.0
c95187315,1.0
c67885575,1.0
c96510637,1.0
c79251500,1.0
c79565718,1.0
c11727405,0.0
c38044132,1.0
c35236087,1.0
c16305972,1.0
c41873141,1.0
c58240749,1.0
c24321312,1.0
c09732132,1.0
c36232973,1.0
c90190242,1.0
c61677160,1.0
c00616301,0.0
c96932434,1.0
c81837337,1.0
c53305968,1.0
c05527749,1.0
c67237773,0.0
c40608445,1.0
c38922355,1.0
c31262261,1.0
c40129330,1.0
c16993738,1.0
c93999861,1.0
c28416802,1.0
c35063031,1.0
c49240330,1.0
c01438080,1.0
c36804596,1.0
c61575131,1.0
c38654974,1.0
c55437524,1.0
c56146425,1.0
c82558461,1.0
c37343237,1.0
c24376203,1.0
c57945382,1.0
c86946580,1.0
c53573607,1.0
c09629549,1.0
c13493282,1.0
c64105641,1.0
c21421786,1.0
c58324761,1.0
c22165873,1.0
c84527269,1.0
c03175563,1.0
c96685101,1.0
c72703408,1.0
c01867981,0.0
c16525143,1.0
c42214090,1.0
c07276045,1.0
c38837011,1.0
c94436488,0.5
c89245191,1.0
c43835976,1.0
c86781558,1.0
c57731469,1.0
c86787153,1.0
c02551979,1.0
c15360348,0.0
c19328241,1.0
c07488650,1.0
c22979672,1.0
c76276368,1.0
c06393729,1.0
c54751460,1.0
c14096071,1.0
c63177766,1.0
c08266133,1.0
c27428451,1.0
c98413876,1.0
c74109105,0.0
c54308987,1.0
c66288638,1.0
c15809180,1.0
c04038598,1.0
c51970627,1.0
c46540677,0.0
c40664593,1.0
c38070510,1.0
c75369057,1.0
c53662867,1.0
c58598846,1.0
c21309473,1.0
c22776100,1.0
c29021975,1.0
c61024407,1.0
c40107339,1.0
c13562742,1.0
c94363712,1.0
c22371504,1.0
c44511172,1.0
c96713867,1.0
c70154719,1.0
c34162942,1.0
c61924019,1.0
c20112966,1.0
c75085545,1.0
c73006240,1.0
c29183148,1.0
c78570645,0.0
c19715165,1.0
c26080621,0.0
c31188779,0.0
c22005502,1.0
c71258075,0.0
c40350933,0.0
c71670116,0.0
c97667272,1.0
c97017704,1.0
c01870509,1.0
c75691928,1.0
c67463188,1.0
c56625921,1.0
c22310724,1.0
c92604110,1.0
c21199798,1.0
c92952985,1.0
c47950880,1.0
c22330077,1.0
c14838853,1.0
c22041532,1.0
c11629640,1.0
c19825571,1.0
c62908444,1.0
c38281453,1.0
c00334249,1.0
c13301463,1.0
c92572350,1.0
c13061792,1.0
c37216129,1.0
c54923331,1.0
c57809244,1.0
c28322203,1.0
c25768908,0.0
c60513325,0.0
c45995835,0.0
c75744114,1.0
c74301512,1.0
c12821342,1.0
c84034902,1.0
c40590469,1.0
c28952643,0.0
c46422157,1.0
c51703636,0.0
c03031803,0.0
c86443304,0.0
c52594314,1.0
c09709585,1.0
c18096254,1.0
c25110391,1.0
c91326689,1.0
c69149456,1.0
c25395374,1.0
c80153398,1.0
c77403845,1.0
c27063280,1.0
c78956396,1.0
c91824466,1.0
c16143957,1.0
c25161598,1.0
c01330605,1.0
c00107911,1.0
c28028305,1.0
c62913363,1.0
c10568173,1.0
c51408006,1.0
c33836297,1.0
c22072145,1.0
c26425180,1.0
c60132900,1.0
c81505351,1.0
c45143153,1.0
c81628736,1.0
c13845512,1.0
c62605791,1.0
c49616969,1.0
c71322278,1.0
c71573358,1.0
c22138551,1.0
c84181153,1.0
c97936930,1.0
c08644510,1.0
c84842404,1.0
c08972511,1.0
c46861196,1.0
c54887470,1.0
c49821315,1.0
c98897410,1.0
c19037618,1.0
c82182968,1.0
c10177536,1.0
c28529584,1.0
c75892177,1.0
c19434613,1.0
c78230461,1.0
c56169216,1.0
c14466669,1.0
c50446409,1.0
c12535683,1.0
c37221741,1.0
c26733253,1.0
c03522355,1.0
c95510352,1.0
c44945963,1.0
c77222757,1.0
c89145154,1.0
c44197211,1.0
c18229713,1.0
c78044520,1.0
c90974371,1.0
c78444349,1.0
c55963879,1.0
c87930893,1.0
c74164699,1.0
c85249123,1.0
c33722906,1.0
c09268119,1.0
c46246757,1.0
c59623103,1.0
c30291306,1.0
c59206898,1.0
c52685566,1.0
c33261238,1.0
c66450570,1.0
c74560669,1.0
c10981600,1.0
c55640688,1.0
c21733258,1.0
c56631665,1.0
c69378471,1.0
c56564622,1.0
c15115896,1.0
c86100991,1.0
c14640642,1.0
c65721635,1.0
c99532330,1.0
c57728621,1.0
c84769928,1.0
c58552694,1.0
c50355511,1.0
c09886639,1.0
c78374246,1.0
c13002950,1.0
c73076323,1.0
c12598994,1.0
c42213767,1.0
c34565407,1.0
c51986924,1.0
c54188143,1.0
c94902893,1.0
c95623921,1.0
c36259450,1.0
c10754226,1.0
c80657089,0.5
c36241063,1.0
c19872359,1.0
c77189081,1.0
c25570417,1.0
c08929546,1.0
c48647661,1.0
c84743290,1.0
c69884094,1.0
c07883857,1.0
c48804242,1.0
c79411070,1.0
c00154867,1.0
c59543932,1.0
c63074837,0.0
c94869724,1.0
c41937482,1.0
c81014329,1.0
c77975031,1.0
c32057126,0.0
c09672923,1.0
c58876253,1.0
c93811516,1.0
c10300352,1.0
c60659656,1.0
c97035865,1.0
c47074302,1.0
c38720607,1.0
c55529450,1.0
c43289962,1.0
c22883907,1.0
c92224288,1.0
c49240145,1.0
c26765916,1.0
c55637984,1.0
c76579951,1.0
c80685927,1.0
c08875453,1.0
c37334045,1.0
c76428232,1.0
c16687950,1.0
c41418798,1.0
c47887175,1.0
c75632327,1.0
c18719974,1.0
c26776048,1.0
c58847158,1.0
c99040950,1.0
c50206816,1.0
c33656268,1.0
c90140981,1.0
c22443490,1.0
c71908473,1.0
c95588168,1.0
c26560752,1.0
c05967124,1.0
c12184733,1.0
c04260299,1.0
c96113374,1.0
c52054756,1.0
c67131444,1.0
c90945433,1.0
c78422944,1.0
c46202600,1.0
c17079755,1.0
c28869049,1.0
c11673385,1.0
c58717108,1.0
c30982369,1.0
c22562416,1.0
c10524977,1.0
c58882925,1.0
c51042277,1.0
c09717384,1.0
c45898805,1.0
c57852245,1.0
c95745999,1.0
c57055393,1.0
c63684599,1.0
c02005208,1.0
c47755082,1.0
c01871767,1.0
c88394053,1.0
c22266458,1.0
c01863045,1.0
c41519007,1.0
c84446683,1.0
c71486866,1.0
c39162324,1.0
c38028206,1.0
c91877336,1.0
c40659279,1.0
c72780703,1.0
c47105583,1.0
c09925261,1.0
c77880977,1.0
c56439691,1.0
c15070764,1.0
c24881335,1.0
c49857042,1.0
c38218237,1.0
c39389164,1.0
c67077937,1.0
c55394849,1.0
c37384194,1.0
c14038556,1.0
c40603686,1.0
c62001946,1.0
c72761637,1.0
c44667271,1.0
c38031613,1.0
c26225598,1.0
c82423946,1.0
c20808419,1.0
c79094537,1.0
c10288502,1.0
c62909886,1.0
c11296842,1.0
c19903070,1.0
c77665354,1.0
c83892184,1.0
c82101553,1.0
c71239991,1.0
c75386441,1.0
c06307327,1.0
c82082011,1.0
c64996425,1.0
c75743680,1.0
c71963554,1.0
c04689514,1.0
c14492114,0.0
c51270538,1.0
c99214887,1.0
c73693035,1.0
c83285802,1.0
c27159361,1.0
c35688011,1.0
c37248396,1.0
c93284093,1.0
c93597178,1.0
c69779134,1.0
c03373422,1.0
c32328441,1.0
c64272658,1.0
c17004589,1.0
c16133162,1.0
c65200641,1.0
c19764228,1.0
c44071175,1.0
c89762775,1.0
c23238752,1.0
c88439411,1.0
c91085438,1.0
c51958628,1.0
c43911187,1.0
c20698480,1.0
c37885776,1.0
c18878453,1.0
c48445315,1.0
c13601819,1.0
c10410722,1.0
c18650494,1.0
c71735042,1.0
c80926713,1.0
c36512076,1.0
c84184386,1.0
c02328119,1.0
c52090848,1.0
c52539197,1.0
c34822580,1.0
c51672745,1.0
c73974097,1.0
c79796153,1.0
c28316478,1.0
c44369829,1.0
c74425607,1.0
c90015828,1.0
c30953919,1.0
c69699720,1.0
c78265491,1.0
c17507138,1.0
c25364926,1.0
c35551818,1.0
c63894623,1.0
c52539495,1.0
c84046610,1.0
c07289160,1.0
c87371665,1.0
c97007787,1.0
c77091111,1.0
c29426701,1.0
c57734853,1.0
c70292162,1.0
c73061987,1.0
c88515529,1.0
c25638004,1.0
c69223451,1.0
c35594259,1.0
c91469140,1.0
c20107890,1.0
c11143949,1.0
c75045243,1.0
c60706130,1.0
c32181879,1.0
c99306227,1.0
c78660623,1.0
c44936936,0.75
c05550124,1.0
c27716224,1.0
c87268062,1.0
c16776748,1.0
c20517617,1.0
c73901243,1.0
c81072544,1.0
c28765096,1.0
c83616231,1.0
c18633917,1.0
c20954504,1.0
c05592614,1.0
c13632943,1.0
c85380767,1.0
c06924008,1.0
c70392044,1.0
c60466217,1.0
c17577452,1.0
c83224856,1.0
c77456099,1.0
c26124476,1.0
c37785495,1.0
c52203942,1.0
c79346371,1.0
c21557374,1.0
c49511995,1.0
c95222711,1.0
c24315238,1.0
c46397878,1.0
c30651880,1.0
c86237032,1.0
c63549184,1.0
c41057161,1.0
c45059561,1.0
c49698704,1.0
c46906737,1.0
c25772250,1.0
c80047853,1.0
c78359920,1.0
c15381444,1.0
c03854474,1.0
c46237940,0.0
c76933463,0.0
c32009584,1.0
c04798536,1.0
c16144071,1.0
c90318745,1.0
c98657306,1.0
c04392882,1.0
c61361304,1.0
c40053040,1.0
c28405310,1.0
c23696347,1.0
c00299242,1.0
c86397563,1.0
c07646268,1.0
c40843465,1.0
c13978794,1.0
c31425566,1.0
c10638912,1.0
c13753425,1.0
c34690885,1.0
c36541732,1.0
c25700965,1.0
c87256646,1.0
c01901558,1.0
c79342741,1.0
c73857416,1.0
c76746793,0.0
c08445176,1.0
c18725459,1.0
c57605356,1.0
c96054438,1.0
c42431879,1.0
c09901410,1.0
c38301378,0.0
c42786363,0.0
c85787530,1.0
c58846686,1.0
c83661622,1.0
c13619300,1.0
c66477614,1.0
c21308311,0.0
c74224521,1.0
c25824758,1.0
c56599167,1.0
c86467594,1.0
c32347026,0.0
c93907655,1.0
c17317836,1.0
c57564074,1.0
c45568304,1.0
c03135138,1.0
c55789071,1.0
c70086629,1.0
c19141357,1.0
c16565255,1.0
c16497278,1.0
c60385463,1.0
c84004263,0.75
c81699186,1.0
c95009188,1.0
c48428329,1.0
c75599327,1.0
c03815259,1.0
c43271423,1.0
c49860360,1.0
c89139006,1.0
c91697515,1.0
c32281725,1.0
c03852281,1.0
c76232106,0.0
c35266933,1.0
c48083652,1.0
c90777071,0.0
c39249255,1.0
c92709261,1.0
c20787143,1.0
c22872982,1.0
c87337077,1.0
c46871946,1.0
c33590598,1.0
c94754622,1.0
c67588206,1.0
c64651307,1.0
c03591755,1.0
c82081607,1.0
c89925675,1.0
c04753665,1.0
c60902832,1.0
c43247363,1.0
c85029665,1.0
c88419070,1.0
c73284725,1.0
c08223211,1.0
c08838079,1.0
c04811878,1.0
c47598744,1.0
c14794254,0.0
c16005177,1.0
c52234303,1.0
c94368469,1.0
c99148295,1.0
c25831037,1.0
c17869887,1.0
c03551027,1.0
c84152731,1.0
c12739769,1.0
c82481471,1.0
c19239170,1.0
c89432208,0.0
c44442104,1.0
c27752496,1.0
c75617161,1.0
c38699046,1.0
c03212663,1.0
c70296482,0.0
c20859225,1.0
c20616687,1.0
c52691381,1.0
c52421046,1.0
c07955650,1.0
c22424277,1.0
c16710122,1.0
c78193778,1.0
c09358802,1.0
c21323487,0.0
c22151666,1.0
c24863776,1.0
c35965138,1.0
c47834078,1.0
c62934499,1.0
c75213474,1.0
c13676737,1.0
c91350550,1.0
c90050759,1.0
c36427456,1.0
c79857760,1.0
c37193690,1.0
c16512827,0.0
c85543047,1.0
c33607843,1.0
c12052079,0.0
c39397758,0.0
c43127369,1.0
c42264420,1.0
c94924046,1.0
c30149899,0.0
c23586539,1.0
c10091176,1.0
c56744340,1.0
c69357691,1.0
c73320250,1.0
c63777782,1.0
c28353975,1.0
c62759150,1.0
c88210804,1.0
c64978387,0.0
c40018429,1.0
c78776691,1.0
c48552190,1.0
c51782360,1.0
c13025028,1.0
c23178773,1.0
c31632969,1.0
c46455758,0.0
c00767985,1.0
c17279825,1.0
c33546127,1.0
c02200509,1.0
c77980167,1.0
c51700753,1.0
c31522521,1.0
c94812686,1.0
c78687760,1.0
c97154109,1.0
c09769042,0.0
c37032309,1.0
c32405996,1.0
c78507916,1.0
c54803407,1.0
c41473680,0.0
c79905094,1.0
c96737946,0.0
c08494324,1.0
c42753485,1.0
c74024823,0.0
c98049383,1.0
c70148684,1.0
c44282333,1.0
c11431280,1.0
c54470231,1.0
c92083748,0.0
c46589895,1.0
c90950169,1.0
c41660587,0.5
c64481854,1.0
c21996631,0.0
c35914078,1.0
c77329280,0.0
c28133695,1.0
c35980772,1.0
c13229810,1.0
c68287982,1.0
c62662510,1.0
c84704239,1.0
c76843942,1.0
c84814932,1.0
c94895034,1.0
c67797074,1.0
c98331304,0.0
c72107648,0.0
c74738504,1.0
c87382548,1.0
c49729390,1.0
c77720416,0.0
c93948350,1.0
c62548222,1.0
c90591676,1.0
c78969478,1.0
c97550176,1.0
c58343185,1.0
c59601761,1.0
c58262819,1.0
c40108541,1.0
c53748708,1.0
c74254253,1.0
c34886263,1.0
c26361513,0.0
c07709392,1.0
c45922800,1.0
c52386285,0.0
c18393498,1.0
c27996242,1.0
c32686675,1.0
c91059949,1.0
c41536761,1.0
c20659258,1.0
c64141543,1.0
c30491359,0.0
