client_id,gross_amount_euro,avg_gross_amount_euro
c00923395,0.006137763511755008,609.0
c00941015,0.013598507851132124,1297.0
c00949218,0.011852606922876725,1136.0
c00954554,0.08521297822503687,7901.0
c00955048,0.009390995055088053,909.0
c00963553,0.07216751973627136,6698.0
c00969915,0.012590006072698879,1204.0
c00973177,0.05853647956970591,5441.0
c00977627,0.005476273097943959,548.0
c00978232,0.04814627768345128,4482.857142857143
c00992667,0.005725687516266157,571.0
c01005824,0.0076125618113993205,745.0
c01007264,0.005563025939099507,556.0
c01011825,0.010833261039299038,1042.0
c01014842,0.06442482866313871,5984.0
c01015052,0.030255053352997312,2833.0
c01018033,0.01570226424915416,1491.0
c01025283,0.16299774442612996,15074.0
c01027380,0.08872646829183656,8225.0
c01029221,0.005736531621410602,572.0
c01045851,0.004467771319510714,455.0
c01049380,0.04647783464908476,4329.0
c01056340,0.010854949249587924,1044.0
c01084995,0.02296781469593129,2161.0
c01101446,0.010573002515832394,1018.0
c01104249,0.09346534223995837,8662.0
c01112366,0.10035134900667997,9297.0
c01112983,0.008588531274399238,835.0
c01126511,0.042649865533096215,3976.0
c01131603,0.031670209074347186,2963.5
c01151909,0.01854341979699835,1753.0
c01162122,0.004261733321766286,436.0
c01164021,0.011614036609698968,1114.0
c01165820,0.02137915329227032,2014.5
c01166714,0.036954902981405975,3450.8333333333335
c01175617,0.04695497527544027,4373.0
c01176444,0.02237572655504468,2106.4
c01177833,0.02158519129001475,2033.5
c01178810,0.19947731413203784,18438.0
c01198107,0.040105115525866805,3741.3333333333335
c01227485,0.02158383577687169,2033.375
c01228024,0.011830918712587837,1134.0
c01233154,0.09619805673635813,8914.0
c01243980,0.038871779300772104,3627.6
c01244640,0.021232757872820335,2001.0
c01252265,0.02105925219050924,1985.0
c01253711,0.002862843758133076,307.0
c01262844,0.029593562939186257,2772.0
c01266614,0.03431074867701917,3207.0
c01276241,0.02837902316300859,2660.0
c01280142,0.04198837511928516,3915.0
c01287929,0.052116769324195365,4849.0
c01294772,0.02814045284983083,2638.0
c01302376,0.005790752147132818,577.0
c01309708,0.03242387438188601,3033.0
c01320499,0.014400971631820941,1371.0
c01330605,0.02452936583673115,2305.0
c01337228,0.04221610132731847,3936.0
c01339073,0.013099679014487725,1251.0
c01387757,0.06018044590960355,5592.6
c01390273,0.04061117376594083,3788.0
c01393127,0.027858506116075304,2612.0
c01419273,0.01869523726902056,1767.0
c01429325,0.00978138284028802,945.0
c01433560,0.02677206233191637,2511.8125
c01436625,0.012828576385876636,1226.0
c01438080,0.014823117153515348,1409.9285714285713
c01438514,0.05815693588965039,5406.0
c01464307,0.028406133425869694,2662.5
c01471470,0.06543333044157196,6077.0
c01471702,0.0016266157716665207,193.0
c01475613,0.011093519562765681,1066.0
c01478695,0.026915068968508718,2525.0
c01495048,0.05815693588965039,5406.0
c01508709,0.04333304415719615,4039.0
c01525151,0.09178450594256964,8507.0
c01529026,0.015854081721176368,1505.0
c01542104,0.08176455278910384,7583.0
c01549335,0.005226858679621757,525.0
c01550895,0.0028845319684219634,309.0
c01552311,0.022414765333564676,2110.0
c01561419,0.018391602324976143,1739.0
c01568574,0.014563633208987596,1386.0
c01581894,0.04193415459356294,3910.0
c01608897,0.012947861542465517,1237.0
c01610277,0.023575084584020127,2217.0
c01610798,0.016472195714409648,1562.0
c01618200,0.03332935716144703,3116.5
c01629474,0.010171770625487984,981.0
c01632083,0.020365229461264858,1921.0
c01642659,0.02722954801769758,2554.0
c01644836,0.01062722304155461,1023.0
c01655775,0.02442634683785894,2295.5
c01657159,0.018113270292935427,1713.3333333333333
c01659500,0.008935542639021427,867.0
c01667232,0.02654636939359764,2491.0
c01690845,0.007319770972499349,718.0
c01691551,0.033605881842630345,3142.0
c01696084,0.09233755530493624,8558.0
c01697937,0.007699314652554873,753.0
c01701977,0.053428906046673025,4970.0
c01702350,0.017621670859720655,1668.0
c01715484,0.016992712761342933,1610.0
c01717873,0.021015875769931466,1981.0
c01731371,0.025461958879153295,2391.0
c01753796,0.009922356207165786,958.0
c01757104,0.005454584887655072,546.0
c01775568,0.033920360891819205,3171.0
c01778046,0.008333694803504812,811.5
c01781741,0.006473930771232758,640.0
c01789629,0.05577123275787282,5186.0
c01813854,0.04338726468291836,4044.0
c01815393,0.009835603366010234,950.0
c01823446,0.010518781990110174,1013.0
c01841929,0.008458402012665915,823.0
c01863045,0.0094271420722362,912.3333333333334
c01867981,0.01616856077036523,1534.0
c01870509,0.0702806454411382,6524.0
c01871767,0.025892108383216213,2430.6666666666665
c01876879,0.024919753621931117,2341.0
c01901558,0.0148452868588203,1411.972972972973
c01908983,0.06199574911078338,5760.0
c01927248,0.024266396286978395,2280.75
c01940115,0.11638978051531187,10776.0
c01951437,0.022826841329053525,2148.0
c01952774,0.008989763164743644,872.0
c01954099,0.024863725745351492,2335.8333333333335
c01971056,0.04666218443654029,4346.0
c01993336,0.0021471328185998072,241.0
c02005208,0.015926375755472656,1511.6666666666667
c02007116,0.016938492235620717,1605.0
c02025544,0.012503253231543332,1196.0
c02029013,0.046521211069662526,4333.0
c02038559,0.007525808970243773,737.0
c02039950,0.027533182961741995,2582.0
c02044777,0.020202567884098206,1906.0
c02048638,0.0011711633555998948,151.0
c02052581,0.07024811312570486,6521.0
c02067682,0.022653335646742427,2132.0
c02118818,0.03492886267025245,3264.0
c02119821,0.022529712848095775,2120.6
c02143335,0.01349006679968769,1287.0
c02144467,0.07541713657788959,6997.666666666667
c02149785,0.008751192851565887,850.0
c02158500,0.014531100893554263,1383.0
c02174057,0.01835184060611318,1735.3333333333333
c02176740,0.012514097336687777,1197.0
c02183129,0.01019345883577687,983.0
c02187955,0.03751444903739517,3502.4324324324325
c02194543,0.035677105925219055,3333.0
c02197421,0.01075735230328793,1035.0
c02200509,0.01404673086376912,1338.3333333333333
c02206115,0.036490413811052315,3408.0
c02206242,0.008577687169254791,834.0
c02208799,0.007601717706254879,744.0
c02224594,0.02342326711199792,2203.0
c02225174,0.02038691767155374,1923.0
c02226005,0.03655547844191897,3414.0
c02232051,0.09778129608744687,9060.0
c02242552,0.028632775223388567,2683.4
c02243264,0.032206992278997135,3013.0
c02249466,0.07545328359503774,7001.0
c02262781,0.009250021688210286,896.0
c02264038,0.04601153812787369,4286.0
c02273906,0.12867615164396634,11909.0
c02287015,0.014243732107226511,1356.5
c02290346,0.02431248373384228,2285.0
c02295272,0.021633989763164743,2038.0
c02300243,0.0015723952459443054,188.0
c02308317,0.011245337034787889,1080.0
c02313124,0.011342933981087879,1089.0
c02328119,0.01899073913420665,1794.25
c02340567,0.02009412683265377,1896.0
c02341506,0.020854569705907867,1966.125
c02352273,0.06120412943523901,5687.0
c02357626,0.016537260345276306,1568.0
c02379755,0.020668864405309274,1949.0
c02389430,0.06435976403227206,5978.0
c02395815,0.005617246464821722,561.0
c02405918,0.021232757872820335,2001.0
c02413073,0.01159234839941008,1112.0
c02413847,0.0031014140713108325,329.0
c02425944,0.025223388565975533,2369.0
c02426307,0.06099809143749457,5668.0
c02427173,0.013262340591654376,1266.0
c02428396,0.06375791619675544,5922.5
c02429523,0.05020820681877331,4673.0
c02440994,0.00508588531274399,512.0
c02443671,0.03519039697079491,3288.1176470588234
c02459722,0.0013555131430554358,168.0
c02460175,0.017133686128220697,1623.0
c02471389,0.024757092044764468,2326.0
c02475355,0.009597033052832478,928.0
c02482667,0.03305283248026373,3091.0
c02487668,0.016558948555565195,1570.0
c02490100,0.009369306844799167,907.0
c02501759,0.034440877938752494,3219.0
c02504130,0.017957838119198405,1699.0
c02517306,0.02712544460831092,2544.4
c02522989,0.028964604840808535,2714.0
c02526560,0.020336311847546338,1918.3333333333333
c02539138,0.10774702871519043,9979.0
c02539197,0.011483907347965646,1102.0
c02542344,0.03517827708857465,3287.0
c02551979,0.021712609525461956,2045.25
c02565191,0.008436713802377028,821.0
c02578896,0.07390257655938232,6858.0
c02579902,0.03149128133946387,2947.0
c02580857,0.07949452011220035,7373.666666666667
c02590597,0.05569532402186172,5179.0
c02598843,0.1515572134987421,14019.0
c02599005,0.025949943610653246,2436.0
c02612113,0.05711047974321159,5309.5
c02613211,0.020599628964771674,1942.6153846153845
c02633674,0.03131777565715277,2931.0
c02635358,0.0982367485035135,9102.0
c02636067,0.030493623666175067,2855.0
c02636662,0.025006506463086664,2349.0
c02639194,0.007829443914288194,765.0
c02642907,0.053786761516439664,5003.0
c02650788,0.05037467848693667,4688.351351351352
c02650993,0.016092652034354126,1527.0
c02653032,0.016754142448165178,1588.0
c02654402,0.02250558471414939,2118.375
c02667553,0.03490500563893468,3261.8
c02670940,0.01843497874555392,1743.0
c02673313,0.0039472542725774275,407.0
c02681650,0.016992712761342933,1610.0
c02693700,0.10735664092999046,9943.0
c02722668,0.03539515919146352,3307.0
c02727449,0.003795436800555219,393.0
c02737333,0.047063416326884704,4383.0
c02759908,0.004435239004077381,452.0
c02760229,0.040293080015037154,3758.6666666666665
c02770094,0.028376312136722478,2659.75
c02778799,0.004467771319510714,455.0
c02789137,0.018337381799253927,1734.0
c02790606,0.002439923657499783,268.0
c02797008,0.029262817732280733,2741.5
c02803752,0.014509412683265376,1381.0
c02805010,0.013403313958532143,1279.0
c02808431,0.04726945432462914,4402.0
c02847396,0.0542205257222174,5043.0
c02851486,0.001008501778433245,136.0
c02853231,0.0013229808276221035,165.0
c02862602,0.008490934328099244,826.0
c02864901,0.027540412365171626,2582.6666666666665
c02866010,0.03341274459066121,3124.189655172414
c02874836,0.016027587403487465,1521.0
c02875736,0.006723345189554956,663.0
c02889952,0.014997397414765332,1426.0
c02892165,0.029271338100608505,2742.285714285714
c02897700,0.016960180445909603,1607.0
c02903251,0.018393610492595483,1739.1851851851852
c02913998,0.01427084237008762,1359.0
c02925417,0.025461958879153295,2391.0
c02928178,0.06674004511147741,6197.5
c02929868,0.031949444781816605,2989.25
c02938903,0.006875162661577164,677.0
c02948776,0.044688557300251584,4164.0
c02950538,0.058628654463433676,5449.5
c02970429,0.0355074731376024,3317.3571428571427
c02979306,0.008111390648043724,791.0
c02989611,0.006506463086666086,643.0
c02995114,0.0075800294959659925,742.0
c02996461,0.02105925219050924,1985.0
c02997214,0.041500390387785205,3870.0
c02998007,0.003274919753621932,345.0
c03006804,0.018348225904398368,1735.0
c03008002,0.009390995055088053,909.0
c03030694,0.0797583933373818,7398.0
c03031803,0.0136418842717099,1301.0
c03032105,0.039032272056909866,3642.4
c03037746,0.00570399930597727,569.0
c03039399,0.05400364361932854,5023.0
c03048239,0.04552897544894595,4241.5
c03071347,0.07226511668257135,6707.0
c03084576,0.0009846447471154704,133.8
c03087096,0.018619328533009457,1760.0
c03092101,0.02015919146352043,1902.0
c03099172,0.023173852693675716,2180.0
c03102838,0.01984471241433157,1873.0
c03122428,0.01767589138544287,1673.0
c03126254,0.01168994534571007,1121.0
c03132954,0.035142130071426504,3283.6666666666665
c03135138,0.034048821829684155,3182.846153846154
c03137468,0.011755009976576731,1127.0
c03146517,0.023575084584020127,2217.0
c03147210,0.03273168013560136,3061.3846153846152
c03154874,0.007146265290188253,702.0
c03167448,0.0063871779300772105,632.0
c03172050,0.016754142448165178,1588.0
c03175563,0.007851132124577082,767.0
c03178438,0.012177930077210028,1166.0
c03192960,0.013761169428298775,1312.0
c03194259,0.045588618027240395,4247.0
c03194578,0.04391445502532516,4092.6153846153848
c03195900,0.03464691593649692,3238.0
c03195987,0.027737052138457535,2600.8
c03203842,0.008892166218443654,863.0
c03210891,0.04247635985078512,3960.0
c03212663,0.025953413724299473,2436.32
c03220112,0.04093602543744177,3817.9565217391305
c03227524,0.01308883490934328,1250.0
c03240860,0.0208749024030537,1968.0
c03247420,0.05183120788872502,4822.666666666667
c03256623,0.01683005118417628,1595.0
c03276527,0.008631907694977011,839.0
c03278364,0.037854963708394786,3533.8333333333335
c03284352,0.009846447471154679,951.0
c03285665,0.037018521731586713,3456.7
c03302222,0.023369046586275703,2198.0
c03306331,0.03411555478441919,3189.0
c03311117,0.023228073219397936,2185.0
c03314024,0.08348153610364072,7741.333333333333
c03320835,0.03135753737601573,2934.6666666666665
c03321218,0.005790752147132818,577.0
c03322163,0.01252494144183222,1198.0
c03341710,0.041782337121540725,3896.0
c03349644,0.03587229981781903,3351.0
c03351541,0.03465776004164137,3239.0
c03358014,0.025895723084931033,2431.0
c03373249,0.07924872039559296,7351.0
c03373422,0.037014545559700414,3456.3333333333335
c03376397,0.10657466045901894,9870.888888888889
c03400179,0.10350698360371303,9588.0
c03401924,0.02837341414310629,2659.4827586206898
c03404611,0.020137503253231544,1900.0
c03414909,0.02105383013793702,1984.5
c03415716,0.05677756571527717,5278.8
c03417665,0.025307430380844972,2376.75
c03418452,0.01841329053526503,1741.0
c03420354,0.0619523726902056,5756.0
c03423476,0.009841025418582457,950.5
c03443177,0.027782597380064198,2605.0
c03446900,0.05474104276915069,5091.0
c03453495,0.0023857031317775636,263.0
c03463672,0.013392469853387696,1278.0
c03468842,0.02426910731326451,2281.0
c03471781,0.06740695757786068,6259.0
c03476305,0.006647436453543854,656.0
c03494809,0.0752906220178711,6986.0
c03498851,0.08985425522685869,8329.0
c03499473,0.021362887134553657,2013.0
c03510254,0.05799427431248374,5391.0
c03519983,0.049221393250628964,4582.0
c03522355,0.030784004703931833,2881.777777777778
c03529902,0.01330571701223215,1270.0
c03533008,0.028682658107053005,2688.0
c03544548,0.04569705907868483,4257.0
c03549627,0.03212023943784159,3005.0
c03551027,0.011104363667910122,1067.0
c03556014,0.12835082848963306,11879.0
c03560790,0.09689207946560251,8978.0
c03571895,0.0388327405222521,3624.0
c03577587,0.01923687178386671,1816.9473684210527
c03589346,0.3173364708944218,29306.5
c03591755,0.009201997793999179,891.5714285714286
c03602371,0.048961134727162306,4558.0
c03606012,0.0013446690379109905,167.0
c03612329,0.06406697319337208,5951.0
c03622136,0.05411208467077296,5033.0
c03632672,0.01467207426043203,1396.0
c03653948,0.0857660275874035,7952.0
c03654923,0.04476214229944602,4170.785714285715
c03655953,0.06890344408779388,6397.0
c03656580,0.004185824585755183,429.0
c03658171,0.00582328446256615,580.0
c03666139,0.02884098204216188,2702.6
c03667135,0.02031100893554264,1916.0
c03673257,0.057793658367311526,5372.5
c03678675,0.27727292443827534,25612.0
c03695999,0.0933243688730806,8649.0
c03698749,0.031900259019197165,2984.714285714286
c03705862,0.012470720916110003,1193.0
c03707758,0.03823270003759289,3568.6666666666665
c03708493,0.010822416934154592,1041.0
c03718285,0.051195020386917665,4764.0
c03725205,0.016558948555565195,1570.0
c03726837,0.034354125097596944,3211.0
c03741513,0.03203890864925826,2997.5
c03741950,0.08923614123362542,8272.0
c03747354,0.008827101587576993,857.0
c03787699,0.04680315780341806,4359.0
c03794295,0.0054979613082328455,550.0
c03813747,0.0243667042595645,2290.0
c03815259,0.011081841295687048,1064.923076923077
c03818049,0.03522418963051685,3291.233870967742
c03820497,0.00682094213585495,672.0
c03823716,0.011635724819987854,1116.0
c03824566,0.022143662704953587,2085.0
c03828767,0.022490674069575778,2117.0
c03839864,0.017285503600242908,1637.0
c03842027,0.02212739654723692,2083.5
c03842177,0.07782814262167086,7220.0
c03849410,0.03741216274833001,3493.0
c03852281,0.032710158757699316,3059.4
c03854474,0.017348065745307003,1642.7692307692307
c03873338,0.02324976142968682,2187.0
c03875194,0.03768326537694109,3518.0
c03877908,0.04975478767242127,4631.1875
c03897862,0.01736141233625401,1644.0
c03898688,0.03426375755472658,3202.6666666666665
c03901247,0.03030927387871953,2838.0
c03911674,0.009423527370521382,912.0
c03912502,0.028216361585841936,2645.0
c03916499,0.010551314305543508,1016.0
c03916923,0.006831786240999391,673.0
c03925062,0.06133064399525751,5698.666666666667
c03927140,0.006755877504988289,666.0
c03933464,0.040694311905381565,3795.6666666666665
c03938215,0.004261733321766286,436.0
c03941158,0.016916804025331827,1603.0
c03950508,0.004467771319510714,455.0
c03951838,0.007417367918799338,727.0
c03954202,0.01455278910384315,1385.0
c03954488,0.016775830658454064,1590.0
c03954914,0.016754142448165178,1588.0
c03955900,0.019378415893120497,1830.0
c03958078,0.042812527110262864,3991.0
c03965168,0.021753274919753623,2049.0
c03967707,0.035231142101153815,3291.875
c03967738,0.05834128567710593,5423.0
c03970723,0.02156892513229808,2032.0
c03981438,0.03255118417628177,3044.74
c04003122,0.012370412943523899,1183.75
c04007017,0.021666522078598077,2041.0
c04020369,0.017936149908909516,1697.0
c04024958,0.05384748850524854,5008.6
c04038598,0.025687516266157718,2411.8
c04040932,0.010288344755790753,991.75
c04043142,0.0445186663196553,4148.333333333333
c04047313,0.034007113732974756,3179.0
c04049447,0.01069228767242127,1029.0
c04074291,0.08661186778867008,8030.0
c04088116,0.05425305803765073,5046.0
c04099966,0.008534310748677018,830.0
c04103163,0.00907651600589919,880.0
c04105959,0.03518170154283079,3287.315789473684
c04109084,0.029181486943697408,2734.0
c04124402,0.007135421185043808,701.0
c04129468,0.060651080072872385,5636.0
c04145989,0.010280211676932419,991.0
c04153738,0.08248026372863712,7649.0
c04156653,0.0979656458749024,9077.0
c04161960,0.0416003971352284,3879.222222222222
c04169520,0.037130216014574474,3467.0
c04175246,0.02200268933807582,2072.0
c04176845,0.03612713628871345,3374.5
c04177356,0.039580983777218706,3693.0
c04184713,0.2450641248084208,22641.833333333332
c04195614,0.02115142708423701,1993.5
c04225789,0.05558146091784506,5168.5
c04246394,0.1472412596512536,13621.0
c04255000,0.07562678927734882,7017.0
c04260299,0.0032532315433330453,343.0
c04262021,0.07161447037390474,6647.0
c04270251,0.022729244382753536,2139.0
c04271416,0.02117853734709812,1996.0
c04282738,0.030396026719875076,2846.0
c04290311,0.013685260692287673,1305.0
c04295653,0.019675725109163992,1857.4166666666667
c04297510,0.15180662791706429,14042.0
c04307619,0.01046456146438796,1008.0
c04308168,0.035156588878285766,3285.0
c04309936,0.00445150516179405,453.5
c04310665,0.07575691853908216,7029.0
c04326519,0.01349006679968769,1287.0
c04326732,0.006582371822677193,650.0
c04328048,0.026437928342153208,2481.0
c04333020,0.08874815650212545,8227.0
c04334615,0.02891038431508632,2709.0
c04339965,0.005031664787021775,507.0
c04340806,0.07282901015008242,6759.0
c04341264,0.028530840635030797,2674.0
c04349879,0.022707556172464647,2137.0
c04355465,0.03469986068514332,3242.8823529411766
c04373664,0.006354645614643878,629.0
c04378741,0.014780515311876463,1406.0
c04383211,0.020191723778953764,1905.0
c04384019,0.008274052225210375,806.0
c04386448,0.030602064717619504,2865.0
c04392882,0.01677273234269851,1589.7142857142858
c04396037,0.006126919406610567,608.0
c04398705,0.026372863711286547,2475.0
c04407198,0.01084410514444348,1043.0
c04409161,0.015290188253665305,1453.0
c04411301,0.009759694629999132,943.0
c04411894,0.0198772447297649,1876.0
c04424567,0.04168474017524074,3887.0
c04425388,0.03149128133946387,2947.0
c04449393,0.02125444608310922,2003.0
c04453105,0.017827708857465083,1687.0
c04453938,0.011548971978832307,1108.0
c04456976,0.003893033746855208,402.0
c04457126,0.06658280558688297,6183.0
c04460923,0.14110349613949857,13055.0
c04465307,0.1158475752580897,10726.0
c04477766,0.13164743645354385,12183.0
c04479349,0.03040687082501952,2847.0
c04493932,0.015138370781643097,1439.0
c04509051,0.06491281339463867,6029.0
c04516569,0.030054236591063172,2814.4814814814813
c04517247,0.09183872646829185,8512.0
c04525029,0.046029889690425825,4287.692307692308
c04525837,0.01651557213498742,1566.0
c04530911,0.027739220959486423,2601.0
c04577000,0.004489459529799601,457.0
c04585633,0.006430554350654984,636.0
c04590468,0.017383100546542896,1646.0
c04596279,0.023228073219397936,2185.0
c04597124,0.04266070963824065,3977.0
c04618715,0.03652294612648564,3411.0
c04619130,0.0268399348114365,2518.0714285714284
c04620334,0.01476967120673202,1405.0
c04623731,0.08254532835950379,7655.0
c04654679,0.018374251756745032,1737.4
c04661096,0.08691550273271449,8058.0
c04671088,0.011115207773054568,1068.0
c04677837,0.14954563199444781,13833.5
c04688638,0.016407131083542987,1556.0
c04689514,0.13722853590121745,12697.666666666666
c04695215,0.007298082762210462,716.0
c04702934,0.011559816083976748,1109.0
c04703192,0.030255053352997312,2833.0
c04708986,0.13487897978658803,12481.0
c04722739,0.035232497614296865,3292.0
c04747426,0.01209117723605448,1158.0
c04751026,0.04098080817750229,3822.0862068965516
c04753665,0.017062424865842925,1616.4285714285713
c04760465,0.03479049188860935,3251.24
c04778089,0.017280081547670686,1636.5
c04798536,0.03204161967554438,2997.75
c04800435,0.010822416934154592,1041.0
c04811878,0.016448847692108855,1559.8469387755101
c04824109,0.013310054654289928,1270.4
c04825863,0.015973366877765245,1516.0
c04836248,0.017806020647176197,1685.0
c04843924,0.03860501431421879,3603.0
c04846092,0.07302420404268241,6777.0
c04849165,0.02446430120586449,2299.0
c04858073,0.012199618287498914,1168.0
c04868182,0.014119024898065411,1345.0
c04870538,0.022360544807842456,2105.0
c04879564,0.028837186605361328,2702.25
c04884019,0.025104103409386656,2358.0
c04885152,0.014173245423787626,1350.0
c04885813,0.025386050143142186,2384.0
c04899081,0.03578554697666349,3343.0
c04903276,0.01140799861195454,1095.0
c04906870,0.04566091206153669,4253.666666666667
c04925469,0.040893120499696366,3814.0
c04944401,0.005573870044243948,557.0
c04950953,0.04749311399323328,4422.625
c04956412,0.01904224863364275,1799.0
c04972007,0.019996529886353778,1887.0
c04985604,0.004988288366444001,503.0
c04989358,0.015593823197709725,1481.0
c04992014,0.008696972325843672,845.0
c04994980,0.04745380411208467,4419.0
c05011114,0.025169168040253317,2364.0
c05024637,0.04824903848934385,4492.333333333333
c05031282,0.057603886527283765,5355.0
c05031340,0.04735620716578468,4410.0
c05032179,0.030728769525096684,2876.684210526316
c05036185,0.010301899887221305,993.0
c05073939,0.10430944738440183,9662.0
c05074721,0.1790903964604841,16558.0
c05087706,0.009651253578554697,933.0
c05098300,0.10843020733929036,10042.0
c05104315,0.023877170370186766,2244.8571428571427
c05106886,0.0027977791272664155,301.0
c05119301,0.049828663138717796,4638.0
c05120166,0.06018478355166131,5593.0
c05125865,0.06970590786848269,6471.0
c05136333,0.03112258176455279,2913.0
c05142424,0.01075735230328793,1035.0
c05147707,0.015908302246898588,1510.0
c05149445,0.006582371822677193,650.0
c05158377,0.11908454064370609,11024.5
c05159189,0.04677062548798473,4356.0
c05161705,0.06540622017871085,6074.5
c05163197,0.012416500390387785,1188.0
c05177298,0.015127526676498654,1438.0
c05180960,0.005790752147132818,577.0
c05185354,0.001886874295133164,217.0
c05189196,0.0005313611520777281,92.0
c05191622,0.007721002862843759,755.0
c05206179,0.008660825308695524,841.6666666666666
c05208849,0.024792335386483906,2329.25
c05209695,0.07671119979179318,7117.0
c05211450,0.11111954541511236,10290.0
c05215286,0.007829443914288194,765.0
c05228488,0.01249240912639889,1195.0
c05231385,0.022132818599809142,2084.0
c05233132,0.07908605881842631,7336.0
