client_id,transaction_count,frequency_score
c44356702,33,0.08142493638676844
c98046675,32,0.07888040712468192
c08202985,32,0.07888040712468192
c68745155,32,0.07888040712468192
c48083652,32,0.07888040712468192
c45420574,32,0.07888040712468192
c97884554,32,0.07888040712468192
c19993334,32,0.07888040712468192
c03877908,32,0.07888040712468192
c60401439,32,0.07888040712468192
c76529978,32,0.07888040712468192
c16516403,32,0.07888040712468192
c93890752,32,0.07888040712468192
c17221610,31,0.07633587786259542
c81172192,31,0.07633587786259542
c61865441,31,0.07633587786259542
c58324761,31,0.07633587786259542
c70296482,31,0.07633587786259542
c47522165,31,0.07633587786259542
c95048901,31,0.07633587786259542
c21650924,31,0.07633587786259542
c88284848,31,0.07633587786259542
c19736186,31,0.07633587786259542
c95302492,31,0.07633587786259542
c66602252,31,0.07633587786259542
c10323942,31,0.07633587786259542
c19685511,31,0.07633587786259542
c82598296,31,0.07633587786259542
c33439982,30,0.0737913486005089
c17174031,30,0.0737913486005089
c38654974,30,0.0737913486005089
c60699954,30,0.0737913486005089
c73595381,30,0.0737913486005089
c31262261,30,0.0737913486005089
c35678950,30,0.0737913486005089
c76121677,30,0.0737913486005089
c66611280,30,0.0737913486005089
c34221757,30,0.0737913486005089
c04654679,30,0.0737913486005089
c93284093,30,0.0737913486005089
c79357409,30,0.0737913486005089
c25334754,30,0.0737913486005089
c22671097,30,0.0737913486005089
c93783792,30,0.0737913486005089
c86004316,30,0.0737913486005089
c26499328,30,0.0737913486005089
c19216341,30,0.0737913486005089
c22883907,29,0.07124681933842239
c81741114,29,0.07124681933842239
c64141543,29,0.07124681933842239
c93927997,29,0.07124681933842239
c46540677,29,0.07124681933842239
c78847940,29,0.07124681933842239
c53473259,29,0.07124681933842239
c22206053,29,0.07124681933842239
c96510637,29,0.07124681933842239
c03401924,29,0.07124681933842239
c21903389,29,0.07124681933842239
c32294979,29,0.07124681933842239
c08929546,29,0.07124681933842239
c32405996,29,0.07124681933842239
c53573607,29,0.07124681933842239
c20842546,29,0.07124681933842239
c56559241,29,0.07124681933842239
c33806538,29,0.07124681933842239
c10636963,29,0.07124681933842239
c14667299,29,0.07124681933842239
c89723786,29,0.07124681933842239
c43289962,29,0.07124681933842239
c88232945,29,0.07124681933842239
c94368469,29,0.07124681933842239
c62490658,28,0.06870229007633587
c22740981,28,0.06870229007633587
c39420670,28,0.06870229007633587
c40018429,28,0.06870229007633587
c51782360,28,0.06870229007633587
c03417665,28,0.06870229007633587
c46928316,28,0.06870229007633587
c38337703,28,0.06870229007633587
c10650753,28,0.06870229007633587
c40608445,28,0.06870229007633587
c59105634,28,0.06870229007633587
c04619130,28,0.06870229007633587
c96713867,28,0.06870229007633587
c91052548,28,0.06870229007633587
c44667271,28,0.06870229007633587
c70654349,28,0.06870229007633587
c35987176,28,0.06870229007633587
c90125451,28,0.06870229007633587
c28416802,28,0.06870229007633587
c13562742,28,0.06870229007633587
c55168313,28,0.06870229007633587
c06811370,28,0.06870229007633587
c89901059,27,0.06615776081424936
c25059869,27,0.06615776081424936
c73974097,27,0.06615776081424936
c76933463,27,0.06615776081424936
c03898688,27,0.06615776081424936
c67463921,27,0.06615776081424936
c06097978,27,0.06615776081424936
c63777782,27,0.06615776081424936
c06159587,27,0.06615776081424936
c78444349,27,0.06615776081424936
c27919995,27,0.06615776081424936
c57265718,27,0.06615776081424936
c35258388,27,0.06615776081424936
c82182968,27,0.06615776081424936
c74888364,27,0.06615776081424936
c04516569,27,0.06615776081424936
c02903251,27,0.06615776081424936
c08722064,27,0.06615776081424936
c21788678,27,0.06615776081424936
c76621760,27,0.06615776081424936
c24376203,27,0.06615776081424936
c70402260,27,0.06615776081424936
c34703484,27,0.06615776081424936
c05648846,26,0.06361323155216284
c70306328,26,0.06361323155216284
c16267408,26,0.06361323155216284
c79262632,26,0.06361323155216284
c72784004,26,0.06361323155216284
c28630844,26,0.06361323155216284
c88649754,26,0.06361323155216284
c72310063,26,0.06361323155216284
c19445171,26,0.06361323155216284
c69699720,26,0.06361323155216284
c44102266,26,0.06361323155216284
c70148684,26,0.06361323155216284
c71246653,26,0.06361323155216284
c28251184,25,0.061068702290076333
c17560890,25,0.061068702290076333
c74495292,25,0.061068702290076333
c06363783,25,0.061068702290076333
c52002283,25,0.061068702290076333
c64903572,25,0.061068702290076333
c22979672,25,0.061068702290076333
c35727160,25,0.061068702290076333
c03212663,25,0.061068702290076333
c45076923,25,0.061068702290076333
c42442828,25,0.061068702290076333
c20787143,25,0.061068702290076333
c78662343,25,0.061068702290076333
c26733253,25,0.061068702290076333
c40659279,25,0.061068702290076333
c55218272,25,0.061068702290076333
c66683062,25,0.061068702290076333
c10438557,25,0.061068702290076333
c33655460,24,0.05852417302798981
c25010377,24,0.05852417302798981
c08929164,24,0.05852417302798981
c22611710,24,0.05852417302798981
c89060134,24,0.05852417302798981
c69508073,24,0.05852417302798981
c33382000,24,0.05852417302798981
c26504685,24,0.05852417302798981
c25866872,24,0.05852417302798981
c41660587,24,0.05852417302798981
c40139720,24,0.05852417302798981
c94902893,24,0.05852417302798981
c49240330,24,0.05852417302798981
c23865871,24,0.05852417302798981
c11626154,24,0.05852417302798981
c60672804,24,0.05852417302798981
c19950018,24,0.05852417302798981
c53803693,24,0.05852417302798981
c36058730,24,0.05852417302798981
c38399912,24,0.05852417302798981
c10568173,24,0.05852417302798981
c73462909,24,0.05852417302798981
c85787530,24,0.05852417302798981
c37298229,24,0.05852417302798981
c13646656,24,0.05852417302798981
c43317197,23,0.0559796437659033
c95341167,23,0.0559796437659033
c28353975,23,0.0559796437659033
c13345449,23,0.0559796437659033
c16993738,23,0.0559796437659033
c41418798,23,0.0559796437659033
c39091179,23,0.0559796437659033
c07276045,23,0.0559796437659033
c03220112,23,0.0559796437659033
c90318745,23,0.0559796437659033
c86661644,23,0.0559796437659033
c73668178,23,0.0559796437659033
c41057161,23,0.0559796437659033
c66161175,23,0.0559796437659033
c29320033,23,0.0559796437659033
c90150202,23,0.0559796437659033
c81721852,23,0.0559796437659033
c90870830,23,0.0559796437659033
c26695575,23,0.0559796437659033
c99812869,23,0.0559796437659033
c84226455,23,0.0559796437659033
c46055599,23,0.0559796437659033
c14812611,23,0.0559796437659033
c82635093,23,0.0559796437659033
c61677160,22,0.053435114503816786
c23854823,22,0.053435114503816786
c21526996,22,0.053435114503816786
c51700753,22,0.053435114503816786
c41873141,22,0.053435114503816786
c19552229,22,0.053435114503816786
c90400147,22,0.053435114503816786
c17974679,22,0.053435114503816786
c58617011,22,0.053435114503816786
c16710122,22,0.053435114503816786
c24433651,22,0.053435114503816786
c70372732,22,0.053435114503816786
c96492934,22,0.053435114503816786
c43695456,22,0.053435114503816786
c91469140,22,0.053435114503816786
c07278304,22,0.053435114503816786
c50411794,22,0.053435114503816786
c63586006,22,0.053435114503816786
c07694182,22,0.053435114503816786
c26776048,22,0.053435114503816786
c74808093,22,0.053435114503816786
c86205929,22,0.053435114503816786
c97550176,22,0.053435114503816786
c66991950,22,0.053435114503816786
c25780446,22,0.053435114503816786
c46187624,22,0.053435114503816786
c65024960,21,0.05089058524173028
c36427456,21,0.05089058524173028
c35236087,21,0.05089058524173028
c25265810,21,0.05089058524173028
c43171164,21,0.05089058524173028
c28909790,21,0.05089058524173028
c14195223,21,0.05089058524173028
c73006240,21,0.05089058524173028
c58166782,21,0.05089058524173028
c46758366,21,0.05089058524173028
c64752005,21,0.05089058524173028
c54762091,21,0.05089058524173028
c83812665,21,0.05089058524173028
c26068252,21,0.05089058524173028
c59623103,21,0.05089058524173028
c78843623,21,0.05089058524173028
c68182872,21,0.05089058524173028
c33841054,21,0.05089058524173028
c43042851,21,0.05089058524173028
c00183214,21,0.05089058524173028
c31322186,21,0.05089058524173028
c32888962,21,0.05089058524173028
c54308987,21,0.05089058524173028
c14355448,21,0.05089058524173028
c67896819,21,0.05089058524173028
c23629979,21,0.05089058524173028
c29381926,20,0.048346055979643754
c47598744,20,0.048346055979643754
c26566527,20,0.048346055979643754
c13727071,20,0.048346055979643754
c44718838,20,0.048346055979643754
c25244623,20,0.048346055979643754
c21309473,20,0.048346055979643754
c98331532,20,0.048346055979643754
c21431171,20,0.048346055979643754
c29264483,20,0.048346055979643754
c30963125,20,0.048346055979643754
c77933010,20,0.048346055979643754
c41050174,20,0.048346055979643754
c72872511,20,0.048346055979643754
c51553860,20,0.048346055979643754
c40000199,20,0.048346055979643754
c62500823,20,0.048346055979643754
c31238958,20,0.048346055979643754
c31232434,20,0.048346055979643754
c63898457,20,0.048346055979643754
c99936245,20,0.048346055979643754
c07709392,20,0.048346055979643754
c48339840,20,0.048346055979643754
c85425409,20,0.048346055979643754
c85322921,20,0.048346055979643754
c55394849,20,0.048346055979643754
c54923331,20,0.048346055979643754
c65631523,20,0.048346055979643754
c54999164,20,0.048346055979643754
c00663960,20,0.048346055979643754
c74445200,19,0.04580152671755725
c85201106,19,0.04580152671755725
c58601014,19,0.04580152671755725
c36064725,19,0.04580152671755725
c96568571,19,0.04580152671755725
c73048693,19,0.04580152671755725
c17992429,19,0.04580152671755725
c34231228,19,0.04580152671755725
c06393729,19,0.04580152671755725
c10993369,19,0.04580152671755725
c81997623,19,0.04580152671755725
c56569768,19,0.04580152671755725
c95510352,19,0.04580152671755725
c46406180,19,0.04580152671755725
c03577587,19,0.04580152671755725
c47277971,19,0.04580152671755725
c24315238,19,0.04580152671755725
c21199798,19,0.04580152671755725
c98413876,19,0.04580152671755725
c61103875,19,0.04580152671755725
c19554038,19,0.04580152671755725
c05032179,19,0.04580152671755725
c53367381,19,0.04580152671755725
c11257366,19,0.04580152671755725
c27573584,19,0.04580152671755725
c43763486,19,0.04580152671755725
c92952985,19,0.04580152671755725
c89119876,19,0.04580152671755725
c79411070,19,0.04580152671755725
c78265491,19,0.04580152671755725
c97007787,19,0.04580152671755725
c50383320,19,0.04580152671755725
c48565666,19,0.04580152671755725
c57977502,19,0.04580152671755725
c04105959,19,0.04580152671755725
c49255601,19,0.04580152671755725
c43800153,19,0.04580152671755725
c83224363,19,0.04580152671755725
c58259757,19,0.04580152671755725
c29718911,19,0.04580152671755725
c83871353,19,0.04580152671755725
c51308082,18,0.04325699745547073
c83561585,18,0.04325699745547073
c99712394,18,0.04325699745547073
c03376397,18,0.04325699745547073
c74052836,18,0.04325699745547073
c56047303,18,0.04325699745547073
c28125541,18,0.04325699745547073
c87188220,18,0.04325699745547073
c78347490,18,0.04325699745547073
c83574490,18,0.04325699745547073
c89441912,18,0.04325699745547073
c60902832,18,0.04325699745547073
c45444720,18,0.04325699745547073
c37338206,18,0.04325699745547073
c30834128,18,0.04325699745547073
c27610332,18,0.04325699745547073
c83578712,18,0.04325699745547073
c43950155,18,0.04325699745547073
c35239845,18,0.04325699745547073
c04161960,18,0.04325699745547073
c47834078,18,0.04325699745547073
c74539853,18,0.04325699745547073
c38070510,18,0.04325699745547073
c84060129,18,0.04325699745547073
c29473344,18,0.04325699745547073
c25964852,18,0.04325699745547073
c31926602,18,0.04325699745547073
c46841864,18,0.04325699745547073
c66137911,18,0.04325699745547073
c68133616,18,0.04325699745547073
c57611144,18,0.04325699745547073
c55622168,18,0.04325699745547073
c54188143,18,0.04325699745547073
c58374149,18,0.04325699745547073
c76257272,18,0.04325699745547073
c47105583,18,0.04325699745547073
c89762775,18,0.04325699745547073
c29909229,18,0.04325699745547073
c15166949,18,0.04325699745547073
c69356139,18,0.04325699745547073
c49860360,18,0.04325699745547073
c98313230,18,0.04325699745547073
c35784911,18,0.04325699745547073
c30032538,18,0.04325699745547073
c69731635,17,0.04071246819338422
c30225611,17,0.04071246819338422
c37032309,17,0.04071246819338422
c88289725,17,0.04071246819338422
c22165873,17,0.04071246819338422
c51367090,17,0.04071246819338422
c10774922,17,0.04071246819338422
c54049121,17,0.04071246819338422
c87419329,17,0.04071246819338422
c39678582,17,0.04071246819338422
c28795623,17,0.04071246819338422
c94436488,17,0.04071246819338422
c53015177,17,0.04071246819338422
c07488650,17,0.04071246819338422
c15402194,17,0.04071246819338422
c55672944,17,0.04071246819338422
c55705510,17,0.04071246819338422
c92881450,17,0.04071246819338422
c52691381,17,0.04071246819338422
c37552092,17,0.04071246819338422
c85230220,17,0.04071246819338422
c33013444,17,0.04071246819338422
c02443671,17,0.04071246819338422
c70493434,17,0.04071246819338422
c06288546,17,0.04071246819338422
c61318904,17,0.04071246819338422
c37958798,17,0.04071246819338422
c63350066,17,0.04071246819338422
c80262165,17,0.04071246819338422
c09945526,17,0.04071246819338422
c54886784,17,0.04071246819338422
c38163153,17,0.04071246819338422
c15932579,17,0.04071246819338422
c23446723,17,0.04071246819338422
c18486223,17,0.04071246819338422
c07367290,17,0.04071246819338422
c94869724,17,0.04071246819338422
c36232973,16,0.038167938931297704
c88066807,16,0.038167938931297704
c36626701,16,0.038167938931297704
c62832536,16,0.038167938931297704
c81705779,16,0.038167938931297704
c85509507,16,0.038167938931297704
c01433560,16,0.038167938931297704
c22540589,16,0.038167938931297704
c39212622,16,0.038167938931297704
c86574952,16,0.038167938931297704
c56011898,16,0.038167938931297704
c75691928,16,0.038167938931297704
c57734853,16,0.038167938931297704
c43585336,16,0.038167938931297704
c56625921,16,0.038167938931297704
c91059949,16,0.038167938931297704
c47623242,16,0.038167938931297704
c82481471,16,0.038167938931297704
c94812686,16,0.038167938931297704
c40914302,16,0.038167938931297704
c09901410,16,0.038167938931297704
c84527269,16,0.038167938931297704
c11143949,16,0.038167938931297704
c64574006,16,0.038167938931297704
c09946131,16,0.038167938931297704
c60990649,16,0.038167938931297704
c25395020,16,0.038167938931297704
c67800661,16,0.038167938931297704
c60977943,16,0.038167938931297704
c06462730,16,0.038167938931297704
c82558461,16,0.038167938931297704
c41374940,16,0.038167938931297704
c03967707,16,0.038167938931297704
c83701113,16,0.038167938931297704
c12861493,16,0.038167938931297704
c65930443,16,0.038167938931297704
c25638004,16,0.038167938931297704
c21744082,15,0.035623409669211195
c40590469,15,0.035623409669211195
c36241063,15,0.035623409669211195
c94697771,15,0.035623409669211195
c23859601,15,0.035623409669211195
c70846251,15,0.035623409669211195
c99155732,15,0.035623409669211195
c58412105,15,0.035623409669211195
c39249255,15,0.035623409669211195
c94895034,15,0.035623409669211195
c62987943,15,0.035623409669211195
c80415067,15,0.035623409669211195
c13474144,15,0.035623409669211195
c23573300,15,0.035623409669211195
c62014004,15,0.035623409669211195
c73076323,15,0.035623409669211195
c19993069,15,0.035623409669211195
c55631318,15,0.035623409669211195
c72762566,15,0.035623409669211195
c58568413,15,0.035623409669211195
c46871946,15,0.035623409669211195
c27297250,15,0.035623409669211195
c72360965,15,0.035623409669211195
c79229217,15,0.035623409669211195
c22776100,15,0.035623409669211195
c87516169,15,0.035623409669211195
c22218159,15,0.035623409669211195
c65796721,15,0.035623409669211195
c62633323,15,0.035623409669211195
c65721635,15,0.035623409669211195
c47392823,15,0.035623409669211195
c18783597,15,0.035623409669211195
c41079463,15,0.035623409669211195
c38127239,15,0.035623409669211195
c17079755,15,0.035623409669211195
c60627503,15,0.035623409669211195
c28050355,15,0.035623409669211195
c40107339,15,0.035623409669211195
c39563931,15,0.035623409669211195
c97956330,15,0.035623409669211195
c27538426,15,0.035623409669211195
c95058082,14,0.03307888040712468
c67077937,14,0.03307888040712468
c91877336,14,0.03307888040712468
c77299647,14,0.03307888040712468
c88314683,14,0.03307888040712468
c56637093,14,0.03307888040712468
c91976909,14,0.03307888040712468
c68224211,14,0.03307888040712468
c25597235,14,0.03307888040712468
c74421697,14,0.03307888040712468
c81414660,14,0.03307888040712468
c19130202,14,0.03307888040712468
c25937761,14,0.03307888040712468
c03591755,14,0.03307888040712468
c81699186,14,0.03307888040712468
c17748422,14,0.03307888040712468
c54231221,14,0.03307888040712468
c84704239,14,0.03307888040712468
c65824595,14,0.03307888040712468
c31223763,14,0.03307888040712468
c47367452,14,0.03307888040712468
c65597402,14,0.03307888040712468
c84574773,14,0.03307888040712468
c21270108,14,0.03307888040712468
c04753665,14,0.03307888040712468
c73047162,14,0.03307888040712468
c87820703,14,0.03307888040712468
c37533660,14,0.03307888040712468
c70626039,14,0.03307888040712468
c80139782,14,0.03307888040712468
c40454139,14,0.03307888040712468
c96820574,14,0.03307888040712468
c62018051,14,0.03307888040712468
c02970429,14,0.03307888040712468
c16856649,14,0.03307888040712468
c62289147,14,0.03307888040712468
c51954061,14,0.03307888040712468
c17070483,14,0.03307888040712468
c83359578,14,0.03307888040712468
c03654923,14,0.03307888040712468
c22562416,14,0.03307888040712468
c63205530,14,0.03307888040712468
c46931566,14,0.03307888040712468
c14429124,14,0.03307888040712468
c20467136,14,0.03307888040712468
c15076935,14,0.03307888040712468
c26856851,14,0.03307888040712468
c66186386,14,0.03307888040712468
c01438080,14,0.03307888040712468
c51826933,13,0.030534351145038167
c69006577,13,0.030534351145038167
c91559817,13,0.030534351145038167
c89014567,13,0.030534351145038167
c90140981,13,0.030534351145038167
c64072110,13,0.030534351145038167
c18650494,13,0.030534351145038167
c26216297,13,0.030534351145038167
c87597056,13,0.030534351145038167
c00357506,13,0.030534351145038167
c70761149,13,0.030534351145038167
c37994335,13,0.030534351145038167
c15691917,13,0.030534351145038167
c79635991,13,0.030534351145038167
c99040950,13,0.030534351145038167
c15923246,13,0.030534351145038167
c34453935,13,0.030534351145038167
c11822032,13,0.030534351145038167
c03135138,13,0.030534351145038167
c29797712,13,0.030534351145038167
c03147210,13,0.030534351145038167
c84947105,13,0.030534351145038167
c94855930,13,0.030534351145038167
